ID#info,Name#info,System#multi,FunctionalDescription#info,Component Type#multi,Function#multi,Maturity/status,Steward-Organization,References-Links#link,References-Text#info,Interfaces#multi,InterchangeFormats#multi,InformationModels#multi,Implementation#multi,#name,#img,#href
ci:00077,Polaris,National Snow and Ice Data Center,"Polaris allows for the search and customization of NSIDC data with immediate downloads.  You can use this interface to get file-level, on-the-fly browse access to selected NSIDC data sets and immediate access to the data as it is archived at NSIDC. You can also reformat, reproject, and subset the data on-the-fly, with live downloads available via the data queue as soon as your request is completed.",web site,data access,operational,"National Snow and Ice Data center, NASA, ",http://nsidc.org/data/polaris/,,,,,,Polaris,dataservice.jpg,http://nsidc.org/data/polaris/
ci:00078,SEDAC data portal,Socioeconomic Data and Applications Center DAAC  SEDAC,Data discovery and access entry point. May datasets accessible,web site,data access,operational,"CIESIN, Columbia University",http://sedac.ciesin.columbia.edu/data/sets/browse,,,,,,SEDAC data portal,dataservice.jpg,http://sedac.ciesin.columbia.edu/data/sets/browse
ci:00079,Data Warehouse,EOSDIS,"extract data from multiple production databases or information systems,  and to organize that data according to a common schema, so that the entire user community may access that data for decision-making and for the production of value-added products.",,Data access,,,,,,,,,Data Warehouse,Dataset.png,
ci:00080,VOA table access protocol,Virtual observatory in Astronomy,standard table field names.,,,,,,,,,,,VOA table access protocol,dataservice.jpg,
ci:00081,Continental Stratigraphy,Macrostrat,"polygons with vertical sequence  of layers; Dataset of polygons tessellating North America, with associated time-stratigraphy description.",dataset,information source,operational,Shanan Peters,,,,,,,Continental Stratigraphy,Dataset.png,
ci:00082,FAO World Harmonized Soil Map,IIASA,,dataset,information source,,,http://webarchive.iiasa.ac.at/Research/LUC/External-World-soil-database/HTML/,,,,,"Global gridded, polygons for countries",FAO World Harmonized Soil Map,Dataset.png,http://webarchive.iiasa.ac.at/Research/LUC/External-World-soil-database/HTML/
ci:00083,Global Aquifer Maps,World Wide Web (WWW),`,dataset,information source,,BGR and UNESCO,http://www.whymap.org/whymap/EN/Home/whymap_node.html ,,,,,,Global Aquifer Maps,Dataset.png,http://www.whymap.org/whymap/EN/Home/whymap_node.html 
ci:00084,Global Data Sets,GEOSS,"global data, metadata, and products commonly required across Societal Benefit Areas using GEOSS interoperability principles. Currently Global Land Cover, Digital Geological Map Data,  Global Soil Data",dataset,information source,,GEOSS,,OGC AIP-7 Architecture report,,,,,Global Data Sets,Dataset.png,
ci:00085,Global Lithologic Map,,,dataset,information source,operational,,http://www.ifbm.zmaw.de/ GLiM-Global-Lithological-Map.6460.0.html?&L=3,,,,,surface polygons,Global Lithologic Map,Dataset.png,http://www.ifbm.zmaw.de/ GLiM-Global-Lithological-Map.6460.0.html?&L=3
ci:00086,Global Map of Surface Heat Flow ,," A global map of surface heat flow is presented on a 2° × 2° equal area grid. It is based on a global heat flow data set of over 38,000 measurements. The map consists of three components. First, in regions of young ocean crust (<67.7 Ma) the model estimate uses a half-space conduction model based on the age of the oceanic crust, since it is well known that raw data measurements are frequently influenced by significant hydrothermal circulation. Second, in other regions of data coverage the estimate is based on data measurements. At the map resolution, these two categories (young ocean, data covered) cover 65% of Earth's surface. Third, for all other regions the estimate is based on the assumption that there is a correlation between heat flow and geology. This assumption is assessed and the correlation is found to provide a minor improvement over assuming that heat flow would be represented by the global average. The map is made available digitally. ",dataset,information source,,International Heat Flow Commission,http://www.heatflow.und.edu/    ,http://onlinelibrary.wiley.com/doi/10.1002/ggge.20271/abstract ;,,,,gridded and points,Global Map of Surface Heat Flow ,Dataset.png,http://www.heatflow.und.edu/    
ci:00087,Global Sediment Thickness ,,"This global sediment map is digitized on a 1x1° scale. In the oceans, published digital high-resolution maps were averaged (e.g. Pacific, Indian and South Atlantic oceans). In areas for which such files are not available (e.g. Arctic and North Atlantic ocean), the sediment thickness was hand-digitized using atlases and maps. The sediment thickness in most of the continental areas (incl. shelves) were obtained by digitizing the Tectonic Map of the World provided by the EXXON production research group (1985).  This map (incl. the postscript file) is available as part of a package including the whole 3-layer sediment model.",dataset,information source,,,http://igppweb.ucsd.edu/~gabi/sediment.html,,,,,gridded,Global Sediment Thickness ,Dataset.png,http://igppweb.ucsd.edu/~gabi/sediment.html
ci:00088,"Groundwater Atlas, 25 US Aquifers",,surface polygons with thickness (isopachs),dataset,information source,,USGS,http://pubs.usgs.gov/ha/ha730/gwa.html,,,,,,"Groundwater Atlas, 25 US Aquifers",Dataset.png,http://pubs.usgs.gov/ha/ha730/gwa.html
ci:00089,US Gravity Anomaly,World Wide Web (WWW), These digital grids describe the complete Bouguer and isostatic residual gravity anomalies for the conterminous US.,dataset,information source,,USGS,http://mrdata.usgs.gov/geophysics/gravity.html,,,,,,US Gravity Anomaly,Dataset.png,http://mrdata.usgs.gov/geophysics/gravity.html
ci:00090,semantic web services protocol and architecture (SSWAP) API,iPlant,API  to access descriptions of how  services work in a language amenable to machine reasoning... allows service requestors to discover data and analysis services with a high degree of connectivity...handles the necessary conversions in a fashion that is transparent to both the developer and end user.,API,machine interface,,iPlant,,"Goff et al., 2011",Custom HTTP API: profile,,,,semantic web services protocol and architecture (SSWAP) API,globe.jpg,
ci:00091,Apache ZooKeeper,Ocean Observatory Initiative (OOI), ZooKeeper is a high-performance coordination service for distributed applications.,cloud platform,virtual machine deployment,operational,Apache,http://zookeeper.apache.org/,,,,,,Apache ZooKeeper,globe.jpg,http://zookeeper.apache.org/
ci:00092,Atmosphere,iPlant,"provides users with an image of a virtual machine, which is a completely isolated operating system (Smith and Nair, 2005). iPlant provides many different types of virtual machine images, from basic Linux to Linux with complex analytical software stacks preinstalled and configured. Running instances may be modified and used to create new images for sharing additional software stacks. provides infrastructure, platform or software as a service.",cloud platform,virtual machine deployment,operational,iPlant,,"Goff et al., 2011",Custom HTTP API--profile,,,Django,Atmosphere,globe.jpg,
ci:00093,VMware vSphere,Ocean Observatory Initiative (OOI),Build your own cloud infrastructure in your datacenter and remote sites,cloud platform,virtual machine deployment,operational,VMWare,,,,,,,VMware vSphere,globe.jpg,
ci:00094,Amazon EC2,Ocean Observatory Initiative (OOI),Cloud computing: remote virtual machine environment for Amazon Elastic Cloud.,cloud platform,,operational,Amazon,http://aws.amazon.com/,,,,,,Amazon EC2,globe.jpg,http://aws.amazon.com/
ci:00095,Authenticator,Ocean observatory initiative (OOI),,component,authentication,planned,,,,,,,planned?,Authenticator,globe.jpg,
ci:00096,Single Sign on,iPlant,provides federated access to iPlant services without explicitly transmitting user credentials,component,authentication,,iPlant,,"Goff et al., 2011",Custom HTTP API: Auth,,,Shibboleth,Single Sign on,globe.jpg,
ci:00097,Single Sign on/ user mangement,GEOSS,"A focus of AIP-7 is to have user registration required once, resulting in some kind of digital identification to be used repeatedly by the registered data user in a single sign-on (SSO) scenario. This strategy may have an expiration date associated with the digital identification, requiring some sort of renewal process. Provides user registration and single sign-on, along with user data access and use metrics. Appropriate services are exposed through a GCI component and data provider interfaces.",component,authentication,,GEOSS,,OGC AIP-7 Architecture report,"OpenID, SAML2",,,"OpenID, Shibboleth (SAML  based)",Single Sign on/ user mangement,globe.jpg,
ci:00098,Comms Controller,Ocean observatory initiative (OOI),,component,hardware controller,conceptual,,,,,,,planned?,Comms Controller,globe.jpg,
ci:00099,Power Controller,Ocean observatory initiative (OOI),,component,hardware controller,conceptual,,,,,,,planned?,Power Controller,globe.jpg,
ci:00100,Mediation tier components,GEOSS,,component,mediation,,GEOSS,,OGC AIP-7 Architecture report,server interfaces accessed by Client Tier and client interfaces for client-server interaction with network services,,,,Mediation tier components,globe.jpg,
ci:00101,Metadata presenter,Ocean observatory initiative (OOI),,component,metadata managment,conceptual,,,,,,,planned?,Metadata presenter,globe.jpg,
ci:00102,user profile service,iPlant,creates computer-readable summaries of user profile data.,component,reporting,,iPlant,,"Goff et al., 2011",Custom HTTP API: profile,,,,user profile service,globe.jpg,
ci:00103,Bcube Broker,EarthCube,"Building block component, provides transformation services. Requires configuration for each input and output protocol and format.",component,service,in progress,"GEOSS, NSDIC",,EarthCube building block,,,,,Bcube Broker,globe.jpg,
ci:00104,Network Clock,Ocean observatory initiative (OOI),,component,timekeeping,,,,,,,,planned?,Network Clock,globe.jpg,
ci:00105,auditing service,iPlant,allows the tracking of resource use and access patterns by iPlant.,component,usage monitoring,operational,iPlant,,"Goff et al., 2011",,,,,auditing service,globe.jpg,
ci:00106,Chef/Chef solo,Ocean Observatory Initiative (OOI),"Chef is a configuration management system that allows VM and server management by ""writing code, not running commands."" It is based around the concept of small, reuseable, ""recipes"" that make changes on a system.",component,virtual machine deployment,operational,Opscode,http://wiki.opscode.com/display/chef/Home,,,,,,Chef/Chef solo,globe.jpg,http://wiki.opscode.com/display/chef/Home
ci:00107,IDN Keyword Management System,International Directory Network (IDN),"Keyword Management Service (KMS) is a RESTful web service for maintaining keywords (science keywords, platforms, instruments, data centers, locations, projects, services, resolution, etc.) in the GCMD/IDN system. It allows access to the keywords maintained in the Keyword Management System as SKOS Concepts (RDF) or as XML <Concept /> objects. Simple Knowledge Organization System (SKOS) is a standard defined for representation of thesauri, classification schemes, taxonomies, subject-heading systems, or any other type of controlled vocabulary. SKOS is built upon RDF and RDFS, and its main objective is to enable easy publication of controlled structured vocabularies for the Semantic Web. SKOS is currently developed within the W3C framework. ",component,vocabulary management,,GCMD CEOS NASA,http://idn.ceos.org/idn-resources/connect/clients/kms/KeywordManagementServiceAPI.pdf,,,"XML, RDF",SKOS,,IDN Keyword Management System,globe.jpg,http://idn.ceos.org/idn-resources/connect/clients/kms/KeywordManagementServiceAPI.pdf
ci:00108,Resource recommender,CINERGI,front-end web client for users to suggest resources for registration,component,web client,operational,CINERGI,http://metadata.earthcube.org,,"GUI, http","JSON, XML?",,Java,Resource recommender,globe.jpg,http://metadata.earthcube.org
ci:00109,Object Ring Buffer,Ocean observatory initiative (OOI),,component,,,,,,,,,planned?,Object Ring Buffer,globe.jpg,
ci:00110,SOLR,,Search engine; configure with index schema,component,,,,,,,,,,SOLR,globe.jpg,
ci:00111,KVM,Ocean Observatory Initiative (OOI),KVM (for Kernel-based Virtual Machine) is a full virtualization solution for Linux on x86 hardware containing virtualization extensions (Intel VT or AMD-V).,desktop application,virtual machine deployment,operational,,http://www.linux-kvm.org/page/Main_Page,,,,,,KVM,globe.jpg,http://www.linux-kvm.org/page/Main_Page
ci:00112,Mission Oriented Observation Suite (MOOS),Ocean Observatory Initiative (OOI),"MOOS, the Mission Oriented Observation Suite, is an execution platform that is suitable to be embedded in resource limited mobile assets. It provides MOOSDB, a bulletin-board integration and communication system for connected MOOS modules. A wealth of MOOS modules are existing",execution environment,execution container,operational,Oxford/MIT,http://www.robots.ox.ac.uk/~pnewman/TheMOOS/index.html,,,,,,Mission Oriented Observation Suite (MOOS),globe.jpg,http://www.robots.ox.ac.uk/~pnewman/TheMOOS/index.html
ci:00113,Open Telecom Platform (OTP),,"""The open telecom platform (OTP) is a development system platform for building telecommunications applications, and a control system platform for running them. The platform, whose aim is to reduce time to market, enables designers to build – from standard, commercially available computer platforms – a highly-productive development environment that is based on the programming language Erlang.  The OTP also permits application designers who program in C, C++, Java and other languages to take full advantage of sourced components. Moreover, the OTP allows designers to consider costs when matching computer platforms with requirements for processing power and component availability. 
""",execution environment,execution container,operational,,,,,,,,Open Telecom Platform (OTP),globe.jpg,
ci:00114,CASPER,Ocean Observatory Initiative (OOI),"CASPER is capable of executing ASPEN generated mission plans in continuous (embedded, non-interactive) mode. Part of mission execution is observing environmental and resource state (such as battery power), triggering activities and compensating for any failure scenarios within the scope of execution. ",execution environment,workflow management,operational,NASA JPL,http://casper.jpl.nasa.gov/,,,,,,CASPER,globe.jpg,http://casper.jpl.nasa.gov/
ci:00115,Kepler,Ocean Observatory Initiative (OOI),"Kepler is a workflow engine. Kepler is designed to help scien­tists, analysts, and computer programmers create, execute, and share models and analyses across a broad range of scientific and engineering disciplines.  Kepler can operate on data stored in a variety of formats, locally and over the internet, and is an effective environment for integrating disparate software components, such as merging ""R"" scripts with compiled ""C"" code, or facilitating remote, distributed execution of models. Using Kepler's graphical user interface, users simply select and then connect pertinent analytical components and data sources to create a ""scientific workflow""—an executable representation of the steps required to generate results. The Kepler software helps users share and reuse data, workflows, and compo­nents developed by the scientific community to address common needs.",execution environment,workflow management,operational,,http://kepler-project.org/,,,,,,Kepler,globe.jpg,http://kepler-project.org/
ci:00116,Incobyte IaaS,,"This IaaS architecture provides an OSGi container implementation and modularizes components of infrastructure drivers. The container hosted modular design of IaaS is design reference for instrument agents and drivers

Concepts absorbed in ION architecture for instrument agent framework.",instrument interface,execution container,operational,Incobyte,http://www.iaasframework.com/documentation/tutorials,,,,,,Incobyte IaaS,globe.jpg,http://www.iaasframework.com/documentation/tutorials
ci:00117,Digi RealPort,Ocean Observatory Initiative (OOI),"Digi’s RealPort software leverages TCP/IP network infrastructure to provide a virtual connection to serial devices. The software is installed directly on the server and allows applications to talk to devices across a network as though the devices were directly attached to the server. In actuality, the devices are connected to a Digi device server or terminal server somewhere on the network",instrument interface,hardware controller,operational,Digi,http://www.digi.com,,TCP/IP,,,,Digi RealPort,globe.jpg,http://www.digi.com
ci:00118,MOOS-IvP Helm,Ocean Observatory Initiative (OOI),"MOOS-IvP (Interval Programming), is a MOOS module that provides a backseat driver navigation control for mobile autonomous vehicles, such as AUVs and also gliders. IvP enables the plug-in of behaviors that are controlled via state and control variables through MOOSDB. An IvP solver determines the actual navigation command. Many behaviors are existing",instrument interface,hardware controller,operational,MIT,http://oceanai.mit.edu/moosivp/home.html,,,,,,MOOS-IvP Helm,globe.jpg,http://oceanai.mit.edu/moosivp/home.html
ci:00119,SIAM,Monterey Ocean Observing System,"MBARI's Software Infrastructure and Applications for MOOS (""SIAM"") provides a framework for seamless integration of self-describing, plug-and-work instruments into the observatory, remote instrument control from shore, data acquisition and telemetry, autonomous system management, and autonomous event detection and response. SIAM is a data acquisition architecture and driver model in Java. SIAM drivers are existing for various serially connected instruments, including CTD and ADCP.",instrument interface,hardware controller,operational,,,,,,,,SIAM,globe.jpg,
ci:00120,GridCC,,Modular sensor driver architecture,instrument interface,machine interface,,,http://www.gridcc.org/,,,,,,GridCC,globe.jpg,http://www.gridcc.org/
ci:00121,ASPEN,Ocean Observatory Initiative (OOI),ASPEN is an interactive/batch mode mission planning tool. It takes a constraint model of resources and the environment in the context of state conditions and possible actions/activities. It determines a constraint solution that is optimized. It produces a schedule of activities that fulfill the input activities most optimally,integration,workflow management,operational,NASA JPL,http://ai.jpl.nasa.gov/public/projects/aspen/,,,,,,ASPEN,globe.jpg,http://ai.jpl.nasa.gov/public/projects/aspen/
ci:00122,Grid Resources,iPlant,,platform,job management,,iPlant,,"Goff et al., 2011","Custom HTTP API: I/O, Data, Job… others?",,,Globus/Unicore,Grid Resources,globe.jpg,
ci:00123,OODT,World Wide Web (WWW),"A framework of distributed objects and databases to allow data collected by scientists and engineers in disparate disciplines to be jointly searched, stored, retrieved, and analyzed, from anywhere in the world.  Components include Catalog and Archive; Query; Grid; and Common.",platform,Software object framework,,Apache,http://oodt.apache.org/about/,,,,,"Java, PHP",OODT,globe.jpg,http://oodt.apache.org/about/
ci:00124,Drupal,World Wide Web (WWW),Drupal is a content management system which allows you to create and maintain many different types of websites without needing to know any coding languages.,platform,system,,,,,,,,,Drupal,globe.jpg,
ci:00125,semantic web services protocol and architecture (SSWAP) SDK,iPlant,Software development kit that allows web service providers to describe how their services work in a language amenable to machine reasoning... allows service requestors to discover data and analysis services with a high degree of connectivity...handles the necessary conversions in a fashion that is transparent to both the developer and end user.,SDK,software development,,iPlant,,"Goff et al., 2011",,,,,semantic web services protocol and architecture (SSWAP) SDK,globe.jpg,
ci:00126,Google Analytics,Ocean Observatory Initiative (OOI),Software supporting web site analytics.,server application,reporting,operational,Google,http://www.google.com/analytics/?gclid=CNvdur3jjb0CFY6Ufgod-h0AiQ,,,,,,Google Analytics,globe.jpg,http://www.google.com/analytics/?gclid=CNvdur3jjb0CFY6Ufgod-h0AiQ
ci:00127,graylog,Server OS *nix,"Graylog2 is a free and open source system that allows you to centralize, analyze and real-time process terabytes of log messages.",server application,reporting,operational,,https://www.graylog2.org/,,,,,,graylog,globe.jpg,https://www.graylog2.org/
ci:00128,loggly,Ocean Observatory Initiative (OOI),"Loggly helps cloud-centric organizations—organizations that build and manage cloud-facing applications—to solve operational problems faster. Our solution analyzes log data from virtually any application, system, or platform to answer your burning questions:",server application,reporting,operational,Loggly,https://www.loggly.com/,,,,,,loggly,globe.jpg,https://www.loggly.com/
ci:00129,rsyslog,Ocean Observatory Initiative (OOI),"Rsyslog is an enhanced syslogd supporting, among others, MySQL, PostgreSQL, failover log destinations, syslog/tcp, fine grain output format control, high precision timestamps, queued operations and the ability to filter on any message part.",server application,reporting,operational,,http://www.rsyslog.com/,,,,,,rsyslog,globe.jpg,http://www.rsyslog.com/
ci:00130,Solarwinds Orion/Network Performance Monitor,,"allows you to quickly detect, diagnose, and resolve network performance issues and outages",server application,reporting,operational,Solarwinds,,,,,,,Solarwinds Orion/Network Performance Monitor,globe.jpg,
ci:00131,syslog,Server OS *nix,Syslog is a standard service on UNIX operating systems to aggregate log entries,server application,reporting,operational,,,,,,,,syslog,globe.jpg,
ci:00132,ElasticSearch,,"Elasticsearch is a flexible and powerful open source, distributed, real-time search and analytics engine. Architected from the ground up for use in distributed environments where reliability and scalability are must haves, Elasticsearch gives you the ability to move easily beyond simple full-text search. Through its robust set of APIs and query DSLs, plus clients for the most popular programming languages, Elasticsearch delivers on the near limitless promises of search technology",server application,search,operational,,http://www.elasticsearch.org/,,,,,,ElasticSearch,globe.jpg,http://www.elasticsearch.org/
ci:00133,Test facility,GEOSS,Provides persistent services to support the service registration and operational monitoring of services.,server application,testing,,GEOSS,,OGC AIP-7 Architecture report,"WMS, WFS, WCS, CSW,",,,,Test facility,globe.jpg,
ci:00134,Service monitoring,GEOSS,,server application,usage monitoring,,GEOSS,,"OGC AIP-7 Architecture report, Figure 7",,,,,Service monitoring,globe.jpg,
ci:00135,Metadata harvester,,,server application,,,Tufts,,,,,,"SOLR, Java",Metadata harvester,globe.jpg,
ci:00136,Kombu,Ocean Observatory Initiative (OOI),"The aim of Kombu is to make messaging in Python as easy as possible by providing an idiomatic high-level interface for the AMQP protocol, and also provide proven and tested solutions to common messaging problems.",software library,machine interface,operational,,http://ask.github.com/kombu/,, AMQP protocol,,,,Kombu,globe.jpg,http://ask.github.com/kombu/
ci:00137,Pika Client Library,Ocean Observatory Initiative (OOI),Pure Python AMQP broker connectivity,software library,machine interface,,,http://pypi.python.org/pypi/pika,,,,,,Pika Client Library,globe.jpg,http://pypi.python.org/pypi/pika
ci:00138,supervisord,Ocean Observatory Initiative (OOI),"Supervisord is a Python package that facilitates spawning and monitoring (Unix) processes in a reliable way. It spawns a daemon which in turns spawns the desired processes as children. The daemon can be monitored and controlled via API, and can be configured to automatically restart processes if they fail.",software library,scheduling,operational,,,,,,,,supervisord,globe.jpg,
ci:00139,boto,Ocean Observatory Initiative (OOI),Boto is a python client for the AWS Query API. It is compatible with EC2 and Nimbus.,software library,virtual machine deployment,operational,,http://code.google.com/p/boto/,,,,,,boto,globe.jpg,http://code.google.com/p/boto/
ci:00140,libcloud,Ocean Observatory Initiative (OOI),libcloud is a python client for the AWS Query API. It is compatible with EC2 and Nimbus.,software library,virtual machine deployment,operational,,http://incubator.apache.org/libcloud/,,,,,,libcloud,globe.jpg,http://incubator.apache.org/libcloud/
ci:00141,libvirt,Ocean Observatory Initiative (OOI),Libvirt is * A toolkit to interact with the virtualization capabilities of recent versions of Linux (and other OSes). * Free software available under the GNU Lesser General Public License. * A long term stable C API * A set of bindings for common languages * A CIM provider for the DMTF virtualization schema * A QMF agent for the AMQP/QPid messaging system ,software library,virtual machine deployment,operational,,,,,,,,libvirt,globe.jpg,
ci:00142,Nimbus,Ocean Observatory Initiative (OOI),"Nimbus is an open source toolkit that allows you to turn your cluster into an Infrastructure-as-a-Service (IaaS) cloud. Feature highlights include the following. Three sets of remote interfaces: Amazon EC2 WSDLs, Amazon EC2 Query API and Grid community WSRF. Virtualization implementation based on either the Xen hypervisor and KVM. Can be configured to use familiar schedulers like PBS or SGE to schedule virtual machines.  Launches self-configuring virtual clusters with one click.  Defines an extensible architecture that allows you to customize the software to the needs of your project.
",software library,virtual machine deployment,operational,U Chicago,http://workspace.globus.org/,,,,,,Nimbus,globe.jpg,http://workspace.globus.org/
ci:00143,RabbitMQ,Ocean Observatory Initiative (OOI),Implementation of an AMQP broker. Currently implements 0.8 and soon 0.91 versions of the AMQP spec. Light-weight high performance implementation that enables clustering of multiple brokers. Provide persistent message store for transactions. Implemented in Erlang on top of the OTP platform. Can be configured via txRabbit or via command line,system,machine interface,operational,,,,,,,,RabbitMQ,globe.jpg,
ci:00144,ESGF P2P,Earth System Grid Federation (ESGF),"ESGF P2P is a component architecture expressly designed to handle large-scale data management for worldwide distribution. The team of computer scientists and climate scientists has developed an operational system for serving climate data from multiple locations and sources. Model simulations, satellite observations, and reanalysis products are all being served from the ESGF P2P distributed data archive. ",system,system,operational,"Department of Energy (DOE), co-funded by NASA, NOAA, NSF,  Max Planck Institute for Meteorology (MPI-M) German Climate Computing Centre (DKRZ), the Australian National University (ANU) National Computational Infrastructure (NCI), British Atmospheric Data Center (BADC).",http://esgf.org/; https://github.com/ESGF,,,,,"THREDDS, PostGres, OpenID, X509, GridFTP server,  SOLR, OpenDAP, CentOS/RedHat",ESGF P2P,globe.jpg,http://esgf.org/; https://github.com/ESGF
ci:00145,CILogon,,"CILogon facilitates secure access to Cyberinfrastructure (CI) via an operational service (under development) that issues digital credentials to the NSF research community and via the community-driven development and support of the MyProxy, GridShib, and GSI-OpenSSH software.",web application framework,authentication,operational,,,,,,,,CILogon,globe.jpg,
ci:00146,Flask,Ocean Observatory Initiative (OOI),"Flask is a micro-framework with significant adoption in the Python community. It is built upon Werkzeug, a mature utility for WSGI. REST routing and sessions have built-in support which make it especially appealing.",web application framework,service,operational,,,,,,,,Flask,globe.jpg,
ci:00147,S2S,,"Faceted Search and Browse functionality.  S2S is a web application framework for searching distributed data repositories exposed by standardized web services. It was designed to facilitate the construction of interactive user interfaces for data catalogs. S2S allows one to quickly make faceted browsers of OpenSearch web services. It uses machine-readable semantics of data, services, and user interface components called ""widgets"". S2S automates various tasks in UI development for search interfaces.",web application framework,"user interface, search",,Tetherless world Constellation RPI,http://tw.rpi.edu/web/project/gcis-imsap/S2sFaceted,,Opensearch,,,Virtuoso,S2S,globe.jpg,http://tw.rpi.edu/web/project/gcis-imsap/S2sFaceted
ci:00148,ToolMatch,World Wide Web (WWW),match datasets with tools that can visualize/operate on the dataset.,,workflow management,conceptual,"ESIP, RPI",http://wiki.esipfed.org/index.php/ToolMatch,,,,,,ToolMatch,globe.jpg,http://wiki.esipfed.org/index.php/ToolMatch
ci:00149,cyberGIS,,cyberinfrastructure for GIS,,,,,http://cybergis.illinois.edu,,,,,,cyberGIS,globe.jpg,http://cybergis.illinois.edu
ci:00150,D2RQ,,"java servlet on Postgres, deploys triple store (doesn't scale to millions)",,,,,http://d2rq.org,,,,,,D2RQ,globe.jpg,http://d2rq.org
ci:00151,Force11,,,,,,,https://www.force11.org/,,,,,,Force11,globe.jpg,https://www.force11.org/
ci:00152,GALAXY,,"Galaxy is an open, web-based platform for data intensive biomedical research. Whether on the free public server or your own instance, you can perform, reproduce, and share complete analyses.",,,,,http://galaxyproject.org/,,,,,,GALAXY,globe.jpg,http://galaxyproject.org/
ci:00153,GeoSparQL,,RDF encoding of geographic location using coordinates,,,,,http://www.opengeospatial.org/standards/geosparql,,,,,,GeoSparQL,globe.jpg,http://www.opengeospatial.org/standards/geosparql
ci:00154,hypothes.is,,Easily highlight and annotate web pages and online PDFs. Your annotations will be saved and loaded whenever you return to the document even if the content has been updated. Commenting: Hold conversations directly on the web by commenting and replying on annotations,,,,,https://hypothes.is/,,,,,,hypothes.is,globe.jpg,https://hypothes.is/
ci:00155,Metadata Editor,CINERGI,"component for pulling records from staging db, editing, and pushing back, generates provenance record as a side effect.",,,planned,,,,,,,,Metadata Editor,globe.jpg,
ci:00156,metadata validation ,CINERGI,"Rule-based validation of metadata in the staging dB federation scheme, produces reports on discovered deficiencies,",,,,"CINERGI, base on TEAM engine",https://github.com/opengeospatial/ets-19139,,,,,,metadata validation ,globe.jpg,https://github.com/opengeospatial/ets-19139
ci:00157,NIST repository of materials,,,,,,,,,,,,,NIST repository of materials,globe.jpg,
ci:00158,OAuth,,authentication component,,,,,,,,,,,OAuth,globe.jpg,
ci:00159,PASTA,LTEr,"The Provenance Aware Synthesis Tracking Architecture (PASTA) is a developing model for dynamically harvesting and archiving site-based data and metadata of the LTER Network for use in generating synthetically derived data products. These derived data products are then accessed through multiple user and machine interfaces. All derived data are described by a rich and structured Ecological Metadata Language (EML) document, which emphasizes the product processing history and its origin – the product “provenance”. PASTA is modular by design (see Figure) and can be represented by many software components that fit together within the broader model.",,,,,http://lno.lternet.edu/projects/pasta,,,,,,PASTA,globe.jpg,http://lno.lternet.edu/projects/pasta
ci:00160,Pyke,Ocean Observatory Initiative (OOI),A knowledge-based inference engine (expert system) written in 100% Python.,,,,,http://pyke.sourceforge.net/,,,,,,Pyke,globe.jpg,http://pyke.sourceforge.net/
ci:00161,SALVIAS,,"SALVIAS is a network of ecologists, conservation biologists, biogeographers, botanists and computer programmers interested in understanding large scale patterns of plant diversity.",,,,,http://www.salvias.net/pages/index.html,,,,,,SALVIAS,globe.jpg,http://www.salvias.net/pages/index.html
ci:00162,StackExchange,,,,,,,,,,,,,StackExchange,globe.jpg,
ci:00163,TEAM engine,OGC ,,,,operational,OpenGeospatialConsortium,https://github.com/opengeospatial/ets-19139,,,,,,TEAM engine,globe.jpg,https://github.com/opengeospatial/ets-19139
ci:00164,University data archives,,have to ferret these out…,,,,,,,,,,,University data archives,globe.jpg,
ci:00165,Web Modeling Tool,Community Surface Dynamics Modeling System (CSDMS),,,,,,,,,,,,Web Modeling Tool,globe.jpg,
ci:00166,YAMZ,,,,,,,http://yamz.herokuapp.com/,,,,,,YAMZ,globe.jpg,http://yamz.herokuapp.com/
ci:00167,ZeroMQ,,"Zero MQ (or 0MQ) is a high-performance asynchronous messaging library aimed to use in scalable distributed or concurrent applications. It provides a message queue, but unlike message-oriented middleware, a ØMQ system can run without a dedicated message broker. The library is designed to have a familiar socket-style API.",,,,iMatix Corporation,http://www.zeromq.org/,,,,,,ZeroMQ,globe.jpg,http://www.zeromq.org/
ci:00168,CZO Central,,Critical zone observatory community portal/central services server,,,,,,,,,,,CZO Central,Collection_catalog_portal_webpage.png,
ci:00169,OpenGeoPortal,,,,,,Tufts,,,,,,"Java, SOLR",OpenGeoPortal,Collection_catalog_portal_webpage.png,
ci:00170,Globus Nexus,Globus,"provides identity, profile, and group management as a service (or platform). It enables users to create a unique identity that can be used across services and allows the creation and management of groups. Its identity management capabilities allow users to create a unique Globus identity, providing single sign-on across Globus services and developers’ applications. This identity can be consumed by any subscribing application using an OAuth-based workflow in which users are redirected to Globus Nexus and a short-term access token is issued to the external application.",component,user management,,"Computation Institute, University of Chicago, Argonne National Laboratory",https://www.globus.org/platform/services,,"HTTP API, LDAP",,,"OAuth, Java, Python",Globus Nexus,identifier.jpg,https://www.globus.org/platform/services
